smiles,compoundName,sigma_moment_1,sigma_moment_2,sigma_moment_3,sigma_moment_4,sigma_moment_5
FC1(F)COCO1,"4,4-difluoro-1,3-dioxolane",0.0,48.0,-2.16808,32.2,0.746208
CCCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,"4,5,5,6,6,6-hexafluoro-4-(trifluoromethyl)hexan",0.0,16.6,-5.362599,5.068554,-3.399826
Fc1ncnc(F)c1F,"4,5,6-trifluoropyrimidine",0.0,38.5,5.480976,32.0,16.5
Fc1cncnc1F,"4,5-difluoropyrimidine",0.0,45.9,13.6,50.5,39.7
C1COP=N1,"4,5-dihydro-1,3,2-oxazaphosphole",0.0,47.2,36.1,67.4,92.7
Cc1[nH]c(=S)oc1C,"4,5-dimethyl-1,3-oxazole-2(3h)-thione",0.0,85.6,2.068288,126.0,-48.3
CC1=CCS(=O)(=O)C1,"2,5-dihydro-3-methylthiophene-1,1-dioxide",0.0,84.8,37.2,91.1,72.2
CC1COC(C)(C)O1,"2,2,4-trimethyl-1,3-oxacyclopentane",0.0,47.0,35.4,60.1,78.0
CC1=CC(=O)CCC1,3-methyl-2-cyclohexen-1-one,0.0,58.7,53.7,98.1,144.0
CC1(C)CCCCC1=O,"2,2-dimethylcyclohexanone",0.0,43.9,36.3,59.9,80.7
O=C1CN2CCC1CC2,quinuclidin-3-one,0.0,66.5,59.8,111.0,166.0
N#Cc1ccc(F)cc1,4-fluorobenzonitrile,0.0,51.4,8.497684,45.5,19.5
N#Cc1c(Cl)cccc1Cl,"2,6-dichlorobenzonitrile",0.0,44.6,5.618473,34.0,11.6
O=Cc1c[nH]c(=O)[nH]c1=O,cis-5-formyluracil,0.0,162.0,1.646783,321.0,-69.7
C=C(C)c1ccc(C)cc1,1-methyl-4-(1-methylethenyl)benzene,0.0,30.7,0.257472,9.485107,0.402984
CC12CCC(C1)C(C)(C)C2=O,fenchone,0.0,43.8,34.1,55.9,73.5
CCc1cc2ccccc2s1,2-ethylbenzothiophene,0.0,32.2,-2.703362,9.543327,-2.023232
CN(C)c1ccc(C#N)cc1,"p-cyano-n,n-dimethylaniline",0.0,63.3,25.7,60.3,54.5
O=[N+]([O-])C=CN1CCOCC1,4-(2-nitrovinyl)morpholine,0.0,118.0,63.7,160.0,160.0
CN(C)C(=O)c1ccc(N(C)C)cc1,"4-(dimethylamino)-n,n-dimethylbenzamide",0.0,82.5,66.3,134.0,202.0
CN(C)c1ccnc2ccccc12,"4-(n,n-dimethylamino)quinoline",0.0,61.5,40.4,96.0,157.0
Brc1c[nH]cn1,4-bromimidazole,0.0,75.1,-14.3,142.0,-29.0
CN=C(c1ccc(Br)cc1)N(C)C,"4-bromo-n,n,n'-trimethylbenzenecarboximidamide",0.0,59.0,39.5,99.8,171.0
CC(C(F)(F)Cl)C(F)(F)C(F)(F)F,"4-chloro-1,1,1,2,2,4,4-heptafluoro-3-methylbutane",0.0,22.6,-11.9,13.8,-13.9
FC(F)(Cl)CC(F)(F)C(F)(F)F,"4-chloro-1,1,1,2,2,4,4-heptafluorobutane",0.0,27.7,-20.8,25.7,-29.4
FC1(F)OC(F)(F)C(F)(Cl)O1,"4-chloro-2,2,4,5,5-pentafluoro-1,3-dioxolane",0.0,9.855391,-3.150681,2.585994,-1.477803
CC(F)CC(C)(C)C,"4-fluoro-2,2-dimethylpentane",0.0,26.8,8.640829,13.5,9.513217
Cc1cc(F)co1,4-fluoro-2-methylfuran,0.0,28.1,-4.184528,14.1,-4.096939
FC1=CCN=C1,4-fluoro-2h-pyrrole,0.0,48.4,26.9,75.7,99.4
Fc1cocn1,4-fluoro-oxazole,0.0,40.9,0.362405,47.0,9.653611
CC1COCO1,"4-methyl-1,3-dioxolane",0.0,47.7,33.9,57.8,69.6
CCN(CC)c1ccncc1,"4-n,n-diethylaminopyridine",0.0,61.9,50.9,116.0,203.0
C1=COC=CC1,4h-pyran,0.0,29.0,3.24355,15.9,4.998917
CC1(C)C(=O)NC(=O)NC1=O,"5,5-dimethylbarbituricacid",0.0,123.0,3.131948,198.0,-59.5
CC12CCC3C(CCC4CCCCC43C)C1CCC2=O,5-alpha-androstan-17-one,0.0,50.8,37.1,61.5,81.4
Cn1cncc1Br,5-bromo-1-methyl-1h-imidazole,0.0,57.9,31.6,91.1,121.0
Fc1cnco1,"5-fluoro-1,3-oxazole",0.0,40.1,10.7,53.8,39.1
O=c1[nH]cc([N+](=O)[O-])c(=O)[nH]1,5-nitrouracil,0.0,158.0,-40.9,296.0,-227.0
c1ccc(C2=NCCC2)cc1,"5-phenyl-3,4-dihydro-2h-pyrrole",0.0,47.0,27.6,61.4,90.6
Fc1c(F)c(F)c(C2c3ccccc3-c3ccccc32)c(F)c1F,9-(perfluorophenyl)-fluorene,0.0,46.5,-8.103587,13.9,-5.594147
Fc1c(F)c(F)c(C2c3c(F)c(F)c(F)c(F)c3-c3c(F)c(F)c(F)c(F)c32)c(F)c1F,9-(perfluorophenyl)-octafluorofluorene,0.0,39.3,-9.99112,12.2,-8.850146
FC(F)(F)C(F)(F)C1c2ccccc2-c2ccccc21,9-pentafluoroethylfluorene,0.0,40.0,-12.0,15.2,-9.222221
Fc1c(F)c(F)c2c(c1F)-c1ccccc1C2c1ccccc1,"9-phenyl-1,2,3,4-tetrafluorofluorene",0.0,46.2,-7.917137,14.2,-5.71348
N#CC1c2ccccc2-c2ccccc21,9h-fluorene-9-carbonitrile,0.0,65.8,4.975098,48.9,16.6
Cc1cc(C)c2ccccc2n1,"2,4-dimethylquinoline",0.0,49.4,28.8,70.9,111.0
c1ccc2cc3ccccc3cc2c1,anthracene,0.0,39.4,-6.373707,12.1,-4.110776
COc1ccc(C=O)cc1OC,"3,4-dimethoxybenzaldehyde",0.0,78.8,42.2,89.9,96.4
CC=Cc1ccc2c(c1)OCO2,"1,2-methylenedioxy-4-propenylbenzene",0.0,51.3,1.842739,27.9,4.604064
COc1ccc(C)cc1N,2-methoxy-5-methylbenzenamine,0.0,61.2,4.757651,57.6,12.2
c1ccc2[nH]ccc2c1,indole,0.0,54.6,-22.7,56.0,-61.5
Cc1nc2ccccc2s1,2-methylbenzothiazole,0.0,43.9,16.3,46.1,53.7
Clc1ccc(Cl)c(Cl)c1,"1,2,4-trichlorobenzene",0.0,26.1,-9.238155,12.7,-9.222747
CCOC(F)(F)Br,[bromo(difluoro)methoxy]ethane,0.0,22.0,-2.872036,6.869019,-1.696612
CCOC(F)(F)Cl,[chloro(difluoro)methoxy]ethane,0.0,21.1,-2.702298,6.693912,-1.479674
CCOC(F)(Cl)Cl,[dichloro(fluoro)methoxy]ethane,0.0,21.5,-3.133054,6.328791,-1.90029
CC1CC(CC2C3CCC(C3)C2(C)C)CCC1=O,aldron,0.0,52.9,37.5,63.1,84.5
C=C1CCC2C(C3C(C)CCC13)C2(C)C,alloaromadendrene,0.0,22.9,3.704291,6.497187,3.421336
CC1=CCC2C3C(C(C)C)CCC2(C)C13,alpha-copaene,0.0,17.9,1.602406,3.817599,1.607722
CC1=CCC23C(C)CCC(C(C)C)C2C13,alpha-cubebene,0.0,21.6,2.681857,5.569504,2.530815
CC1=C2C(CC1)C(C)CCC1C2C1(C)C,alpha-gurjunene,0.0,16.8,0.726617,2.595387,0.563344
CC1=CC2C(CC1)C(C)=CCC2C(C)C,alpha-muurolene,0.0,25.7,5.016888,7.925579,4.376264
CC1CCC2C(C)(C)C3CC12CC1OC(C)(C)OC13C,ambrocenide,0.0,53.2,36.7,65.0,88.4
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12,"androsta-1,4-diene-3,17-dione",0.0,109.0,91.7,170.0,240.0
C=C1CCC2CC2C2C(C)CCC12,aromadendrene,0.0,22.4,3.787961,6.779532,3.314705
CC=Cc1cc(OC)c(OC)cc1OC,asaron_beta,0.0,70.6,25.1,55.5,50.6
CC1=C(C=O)C(C)(C)CCC1,beta-cyclocitral,0.0,45.0,32.2,58.1,76.3
CC1=CC2C(CCC(C)=CCC1)C2(C)C,bicyclogermacrene,0.0,28.8,5.46873,10.3,5.993993
CC1=CC2CC(C)(C)COC2CC1C,bigarade_oxide_a,0.0,39.2,26.4,43.9,60.9
CC1=C(C)CC2OCC(C)(C)CC2C1,bigarade_oxide_b,0.0,37.8,25.1,42.7,59.8
FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,bis(pentafluoroethyl)ether,0.0,4.78404,-1.202623,0.701851,-0.37517
FC(F)(F)OCOC(F)(F)F,bis(trifluoromethoxy)-methane,0.0,30.1,-19.2,25.1,-25.5
C[Si](C)(C)C(Br)[Si](C)(C)C,bis(trimethylsilyl)bromomethane,0.0,32.0,0.713525,8.626705,0.64594
C[Si](C)(C)C(Cl)[Si](C)(C)C,bis(trimethylsilyl)chloromethane,0.0,32.6,1.379252,9.340091,1.325653
CC1OCC2(CO1)CC1CCC2C1,bonarox,0.0,48.7,36.0,60.2,78.6
CC1(C)C2CCC1(C)C(C1CCC(O)CC1)C2,bornylcyclohexanol_a,0.0,55.3,22.3,90.6,65.5
CC(C=O)=CCC1=C(C)CCCC1(C)C,boronal,0.0,55.5,36.3,65.6,82.3
C=C1CCC2C1C1C(C(C)C)CCC21C,bourbonen_beta,0.0,19.9,2.520269,5.091214,2.389868
OC(F)(F)Br,bromo(difluoro)methanol,0.0,46.6,-62.4,135.0,-265.0
OC(F)(Cl)Br,bromo-chloro-fluoromethanol,0.0,45.8,-64.2,140.0,-287.0
COC(F)(F)Br,bromo-difluoro-methoxymethane,0.0,22.0,-5.174826,8.560757,-3.991761
O=C(C(F)(F)F)C(F)(F)Br,bromopentafluoroacetone,0.0,18.6,-5.568116,11.2,-7.252701
CC12CCCC(C)(CC1)C2=NO,buccoxime,0.0,54.6,9.569389,82.0,8.786256
CCC(C)[Si](C)(C)C,butan-2-yl(trimethyl)silane,0.0,15.0,-0.052596,2.160106,0.035161
CCC(C)c1ccc2ncccc2c1,butylchinolin_sec-_a,0.0,50.3,26.0,67.2,98.3
CCCCS(=O)C(C)(C)C,butyltert-butylsulfoxide,0.0,68.2,69.4,135.0,218.0
CC1=CC2C(=CC1)C(C)CCC2C(C)C,cadinadiene,0.0,25.4,4.53801,7.486251,3.847919
C=C1CCC(C(C)C)C2C=C(C)CCC12,cadinen_gamma,0.0,27.9,6.462671,9.650632,5.722636
Cc1ccc2c(c1)C(C(C)C)CCC2C,calamenene,0.0,27.1,2.798607,7.20839,2.066607
CC1=CCC(CC#N)C1(C)C,cantryl,0.0,54.8,22.6,47.5,40.5
C=C(C)C1CC(=O)C2(C)OC2C1,carvonoxide,0.0,67.0,35.9,65.3,68.3
C=C1CCC2OC2(C)CCC2C1CC2(C)C,caryophyllenoxide,0.0,49.5,30.9,51.2,64.1
CC1C(=O)CC23CC1C(C)(C)C2CCC3C,cedralon_isocedranon,0.0,49.4,37.0,63.2,85.5
CC1=CCC23CC1C(C)(C)C2CCC3C,cedren_alpha,0.0,17.5,1.816167,3.725193,1.617929
C=C1CCC23CC1C(C)(C)C2CCC3C,cedren_beta,0.0,21.5,3.420605,5.970917,3.076014
COC(F)(F)Cl,chloro-difluoro-methoxymethane,0.0,21.0,-4.855099,8.250665,-3.626629
CC1CN(C)CCN1C,"1,2,4-trimethylpiperazine",0.0,42.1,48.7,98.8,186.0
O=C1NC(=O)C(=O)N1,imidazolidinetrione,0.0,128.0,-47.9,244.0,-238.0
O=C1CCCC1,cyclopentanone,0.0,46.9,37.9,65.7,85.8
O=C1NCCN1,2-imidazolidinone,0.0,95.5,48.3,188.0,158.0
CN1CCCC1,1-methyl-pyrrolidine,0.0,23.7,26.7,53.1,99.3
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,captan,0.0,79.6,20.2,66.5,38.7
Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzothiophene",0.0,37.6,-4.146211,11.2,-2.693916
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],"1-methyl-2,4-dinitrobenzene",0.0,72.1,10.1,51.9,13.9
C1=CC2C=CC1C2,"2,5-norbornadiene",0.0,22.9,3.779573,10.6,4.466751
Nc1ncc([N+](=O)[O-])s1,5-nitro-2-thiazolamine,0.0,108.0,-27.5,196.0,-129.0
CN(C)c1ccccc1,"n,n-dimethylaniline",0.0,35.4,4.741323,14.1,3.713604
Cc1cccc(N(C)C)c1,"n,n-dimethyl-m-toluidine",0.0,36.0,6.101829,14.7,5.182587
O=[N+]([O-])c1cccc(Cl)c1,1-chloro-3-nitrobenzene,0.0,48.1,2.167727,33.8,5.274607
ClCSCl,chloro-methanesulfenylchloride,0.0,34.7,-15.1,25.7,-22.5
OC(F)(F)Cl,chlorodifluoro-methanol,0.0,45.6,-62.6,136.0,-268.0
OC(F)(F)C(F)(F)C(F)(F)Cl,chlorohexafluoro-1-propanol,0.0,44.5,-65.6,136.0,-273.0
O=C(OCCl)C(F)(F)F,"chloromethyl-2,2,2-trifluoroacetate",0.0,41.7,-14.3,31.5,-18.8
FC1(F)C(F)(F)C(F)(F)C(F)(Cl)C1(F)F,chlorononafluoro-cyclopentane,0.0,8.940345,-4.109168,3.299419,-2.655078
FC(C(F)(F)F)C(F)(Cl)C(F)(F)F,chlorooctafluoro-butane,0.0,21.8,-19.8,27.2,-37.0
CC=CBr,cis-1-bromo-1-propene,0.0,21.1,-2.664533,7.829863,-2.651826
Cc1ccc(C2(C)CCCC2(C)C)cc1,cuparen,0.0,27.9,1.513109,7.166832,1.149209
OC1CC1,cyclopropan-ol,0.0,48.5,7.540311,79.8,14.9
CC1=CCC(C=O)C(C)C1,cyclovertal_b,0.0,48.1,29.8,49.0,57.1
Cc1ccc2c(c1)C=CCC2(C)C,dehydro-ar-ionene,0.0,30.6,1.692299,8.638614,1.263566
CC1=CC2C(=C(C)CCC2C(C)C)CC1,delta-cadinene,0.0,25.6,4.650504,7.993321,4.266656
Fc1cc(F)c(F)c(C(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c1F,"di-perfluorophenyl-(2,3,5,6-tetrafluorophenyl)-methane",0.0,41.5,-11.5,14.5,-11.0
Cc1c(F)c(F)c(C(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,di-perfluorophenyl-(4-methyl-tetrafluorophenyl)-methane,0.0,39.4,-6.35158,8.442775,-3.451702
Fc1c(F)c(F)c(C(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(Br)c(F)c2F)c(F)c1F,di-perfluorophenyl-(tetrafluoro-4-bromophenyl)-methane,0.0,37.9,-7.21007,7.713906,-3.558468
Fc1c(F)c(F)c(C(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(Cl)c(F)c(Cl)c2F)c(F)c1F,"di-perfluorophenyl-(triafluoro-3,5-dichlorophenyl)-methane",0.0,36.8,-6.079363,6.649213,-2.551708
O=C(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,diadamantan-1-ylmethanone,0.0,39.2,30.9,45.9,60.7
FC(S)(Cl)Cl,dichloro(fluoro)methanethiol,0.0,22.9,-14.6,20.8,-23.8
OC(F)(Cl)Cl,dichlorofluoro-methanol,0.0,44.9,-63.9,139.0,-285.0
N=C(Cl)Cl,dichloromethanimine,0.0,32.7,-10.7,45.9,-30.1
FC(F)I,difluoroiodomethane,0.0,24.4,-16.0,21.2,-23.4
CN(C)C(F)F,difluoromethyldimethylamine,0.0,37.2,3.266791,21.8,2.712823
C[Si](C)(C)C(F)F,difluoromethyltrimethylsilane,0.0,31.6,0.967001,11.6,0.460968
C=C(C)C1CCC(C)C(=O)C1,dihydrocarvon,0.0,55.3,37.0,64.3,80.9
C1CNCN1,dihydroimidazol-2-ylidene,0.0,68.8,66.6,171.0,291.0
CC[CH+][Si-](C)C,dimethyl(propylidene)silane,0.0,30.2,14.3,27.2,30.9
C[Se](C)=O,dimethylselenoxide,0.0,95.0,108.0,250.0,437.0
p12p3p1p23,p4,0.0,1.266018,0.105261,0.045328,0.008384
CC(=O)c1ccc(C)cc1,4-methylacetophenone,0.0,53.6,29.1,61.1,70.3
CC(C)c1ccc(C=O)cc1,4-(1-methylethyl)benzaldehyde,0.0,51.2,25.5,53.2,57.2
O=C(Cl)c1ccc([N+](=O)[O-])cc1,4-nitrobenzoylchloride,0.0,58.9,2.033515,39.3,2.28332
CC[Si](C)(C)C,ethyltrimethylsilane,0.0,13.7,0.007928,2.082648,0.049085
C=C1CC2CCC1C2(C)C,fenchen_alpha,0.0,18.3,2.849795,5.448054,2.665055
CC=C1CC2CC1C1CCC(=O)OC21,florex,0.0,68.3,49.5,86.9,110.0
c1ccc2c(c1)-c1cccc3c1C2c1ccccc1-3,fluoradene,0.0,49.8,-7.364703,16.2,-5.249965
CSCF,fluoro(methylthio)-methane,0.0,38.2,3.682068,22.5,4.015881
FCS,fluoro-methanethiol,0.0,38.9,-4.513793,26.4,-7.148429
FC1CCCC1,fluorocyclopentane,0.0,23.8,9.671659,13.7,10.2
OCF,fluoromethanol,0.0,59.8,-18.0,94.8,-81.0
CC(=O)OCF,fluoromethylacetate,0.0,53.4,12.0,42.4,22.0
C=CC=CC=CCC,fucoserratene,0.0,29.9,1.173498,9.609707,1.012026
C=C1CCCC2(C)CCC(=C(C)C)CC12,gamma-selinene,0.0,26.6,3.833242,7.776589,3.340892
CC1=CCC(=C(C)C)CCC(C)=CCC1,germacreneb,0.0,30.4,7.564623,12.9,8.877668
CCC12CCC3C(C)(C)CCCC3(C)C1COC2,grisalva,0.0,40.9,31.3,55.0,81.6
CC1CCC=C2CCC3C(C3(C)C)C21C,gurjunen_beta_calaren,0.0,18.2,1.421838,3.583162,1.289387
FC(F)(F)C(F)(Cl)C(Cl)(Cl)C(F)(F)F,"heptafluoro-2,3,3-trichlorobutane",0.0,9.239183,-3.266235,2.205436,-1.302098
CCC(F)(F)C(F)(F)C(F)(F)F,heptafluoro-pentane,0.0,16.2,-4.817785,4.78511,-2.805773
FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,"heptafluoropropyl-1,2,2,2-tetrafluoroethylether",0.0,22.6,-22.0,30.9,-43.1
CCOC1CC(C)CC(C)(C)C1,herbavert,0.0,35.1,27.7,47.8,72.6
C=C1CCCC(C)(C)C2C=C(C)CCC12,himachalen_alpha,0.0,25.8,4.560981,7.899603,4.064249
CC1=CC2C(=C(C)CCCC2(C)C)CC1,himachalen_beta,0.0,22.3,3.533359,6.318,3.217828
CC1=CC2C(CC1)C(C)=CCCC2(C)C,himachalen_gamma,0.0,24.2,4.405079,7.441476,4.194548
CCOc1ccc(OCC)cc1,"1,4-diethoxybenzene",0.0,52.3,17.2,36.4,30.5
CCCCC(CC)CCl,3-(chloromethyl)heptane,0.0,25.7,3.38912,8.837291,2.490619
c1ccc2c(c1)CC1COCOC21,indoflor,0.0,62.3,28.7,57.7,59.9
N=C(F)I,iodomethanimidoylfluoride,0.0,34.7,-11.8,46.6,-31.2
CC1=CC2C(C#N)CC1CC2C(C)C,isofreshalnitrile,0.0,53.2,27.4,47.2,48.0
CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,isolongifolanon,0.0,47.6,34.3,59.9,80.9
CC(C)CC[Si](C)(C)C,isopentyl(trimethyl)silane,0.0,16.7,0.104922,2.370388,0.070296
CC(C)[Si](C)(C)C,isopropyltrimethylsilane,0.0,14.1,-0.021032,2.079036,0.033958
CC1OCC(c2ccccc2)O1,jacinthaflor,0.0,59.0,26.2,53.6,55.7
CC(=O)C(C)=C(C)C(C)C(C)(C)C,koavone_a,0.0,51.6,38.6,69.7,96.2
CC12CCC3(CCCC(C)(C)C3C1)OC2=O,lactoscaton,0.0,64.3,51.0,84.1,110.0
CC1(C)CCCC2(C)C3CC4C(C31)C42C,longicyclen,0.0,16.0,0.158315,2.24719,0.174573
C=C1C2CCC3C2C(C)(C)CCCC13C,longifolen,0.0,19.1,2.177306,4.393819,1.901909
CCc1occc(=O)c1C,maltol,0.0,71.2,59.3,132.0,188.0
C=CCCCCCCCC=CCC#N,mandaril_a,0.0,66.8,21.1,51.7,36.4
CSBr,methanesulfenylbromide,0.0,23.9,-2.347571,10.6,-2.192587
CSCl,methanesulfenylchloride,0.0,23.9,-2.736026,11.0,-2.959342
C=N,methanimine,0.0,43.4,29.5,80.7,106.0
COC(=O)C1C(C)=CCCC1(C)C,methyl-(r)-alpha-cyclogeranate,0.0,50.3,28.5,49.1,54.2
CS(=O)c1ccc([N+](=O)[O-])cc1,methyl-4-nitrophenylsulfoxide,0.0,96.2,42.7,119.0,112.0
Cc1ccc(C=C2C(=O)C3(C)CCC2C3(C)C)cc1,methylbenzylidencamphor,0.0,52.9,20.5,42.9,45.6
Cc1c[nH]c2cccc-2n1,methylcyclopentapyrazine,0.0,84.7,-8.68487,154.0,-34.0
CC1=C(S)CCO1,methyldihydrofuranthiol,0.0,40.6,12.7,30.2,20.9
COC(=O)N(C)C,methyldimethylcarbamate,0.0,53.4,44.2,78.2,106.0
CC1CCC2(CCC(=O)O2)CC1,methyllaitone,0.0,63.6,45.5,78.5,95.3
CC1CN=CS1,methylthiazoline,0.0,46.7,26.9,62.7,80.5
Cc1cc(=O)[nH]c(=S)[nH]1,methylthiouracil,0.0,116.0,4.474209,189.0,-33.8
CC(C=O)=Cc1ccccc1,methylzimtaldehyde,0.0,57.5,26.5,62.3,65.8
CN(C)C=Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,"n'-(3,5-dinitrophenyl)-n,n-dimethylimidoformamide",0.0,92.6,23.3,75.5,41.8
CN(C)C=Nc1ccc(Br)cc1,"n'-(4-bromophenyl)-n,n-dimethylimidoformamide",0.0,58.5,16.1,51.9,53.3
CN(C)C=Nc1ccc(C#N)cc1,"n'-(4-cyanophenyl)-n,n-dimethylimidoformamide",0.0,80.5,34.5,83.8,80.2
CN(C)C=Nc1ccc(F)cc1,"n'-(4-fluorophenyl)-n,n-dimethylimidoformamide",0.0,58.4,19.6,56.6,63.2
CC(C)(C)Cc1ccccc1,neopentylbenzene,0.0,26.0,0.46789,6.747427,0.252127
c1ccc(-c2cccnc2)cc1,3-phenylpyridine,0.0,55.2,23.6,69.5,92.6
c1ccc(-c2ccccn2)cc1,2-phenylpyridine,0.0,48.7,12.2,46.0,48.8
Nc1ccc(Nc2ccccc2)cc1,"n-phenyl-1,4-benzenediamine",0.0,86.9,-16.9,86.3,-28.7
C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)C=C4)[nH]3,porphyrin,0.0,73.0,-9.471176,40.9,-0.801005
c1ccc(Oc2ccccc2)cc1,diphenylether,0.0,43.2,-2.806852,17.3,-0.406689
CCc1ccc(O)cc1,4-ethylphenol,0.0,56.3,-19.1,78.7,-74.8
Nc1ccc(O)cc1,4-amino-phenol,0.0,87.8,-15.9,130.0,-48.8
Cc1cnc(C)cn1,"2,5-dimethylpyrazine",0.0,52.9,43.6,89.3,134.0
CCC=O,propanal,0.0,40.7,27.1,48.2,56.2
O=C1CCC(=O)N1,"2,5-pyrrolidinedione",0.0,101.0,26.6,159.0,36.2
CC(C)N=CN(C)C,"n'-isopropyl-n,n-dimethylimidoformamide",0.0,44.2,41.4,87.1,157.0
CN(C)C(=O)N1CC1,"n,n'-dimethyl-n,n'-ethyleneurea",0.0,66.5,58.9,111.0,158.0
CN(C)C1=NC1(C)C,"n,n,2,2-tetramethyl-2h-aziren-3-amine",0.0,62.8,67.9,133.0,223.0
Cc1ccc(C(=S)N(C)C)cc1,"n,n,4-trimethylbenzenecarbothioamide",0.0,70.0,29.1,60.4,55.0
CN=C(c1ccc([N+](=O)[O-])cc1)N(C)C,"n,n,n'-trimethyl-4-nitrobenzenecarboximidamide",0.0,75.1,37.2,88.0,102.0
CN=CN(C)C,"n,n,n'-trimethylimidoformamide",0.0,44.2,44.2,90.7,160.0
CC(C)(C)C(=O)N(C1CCCCC1)C1CCCCC1,"n,n-dicyclohexyl-2,2-dimethylpropanamide",0.0,49.5,43.7,78.1,122.0
CCN(CC)C(=O)C(F)(F)F,"n,n-diethyl-2,2,2-trifluoroacetamide",0.0,46.7,26.1,50.7,56.9
CN(C)n1cccc1,"n,n-dimethyl-1h-pyrrol-1-amine",0.0,43.4,12.8,32.1,25.3
CN(C)C=C[N+](=O)[O-],"n,n-dimethyl-2-nitroethenamine",0.0,95.7,57.6,134.0,147.0
Cc1ccc(N=CN(C)C)cc1,"n,n-dimethyl-n'-(4-methylphenyl)imidoformamide",0.0,58.5,28.1,62.2,80.7
CN(C)C=Nc1ccc([N+](=O)[O-])cc1,"n,n-dimethyl-n'-(4-nitrophenyl)imidoformamide",0.0,86.5,33.9,84.8,71.0
CN(C)C=NC#N,"n,n-dimethyl-n'-cyanoformamidine",0.0,87.6,52.6,125.0,134.0
CN(C)C=Nc1ccccc1,"n,n-dimethyl-n'-phenylimidoformamide",0.0,57.7,25.0,58.2,71.1
C#CCN=CN(C)C,"n,n-dimethyl-n'-prop-2-yn-1-ylimidoformamide",0.0,67.4,36.1,96.6,121.0
CN(C)S(C)=O,"n,n-dimethylmethanesulfinamide",0.0,72.2,62.4,127.0,180.0
CN=C(C)C,n-(1-methylethylidene)-methanamine,0.0,42.4,47.9,100.0,187.0
Fc1cc(F)c(F)c(Nc2c(F)c(F)c(F)c(F)c2F)c1F,"n-(2,3,5,6-tetrafluorophenyl)-pentafluoroaniline",0.0,44.9,-31.0,52.8,-80.2
CC(C)N=CC=Cc1ccccc1,n-(3-phenylprop-2-en-1-ylidene)propan-2-amine,0.0,57.7,30.8,83.1,131.0
Cc1ccc(Nc2c(F)c(F)nc(F)c2F)cc1,n-(4-methylphenyl)-4-aminotetrafluoropyridine,0.0,56.5,-16.3,53.4,-45.9
CC=CC=CC=NC(C)C,"n-(hexa-2,4-dien-1-ylidene)propan-2-amine",0.0,50.7,38.4,86.4,151.0
Cc1c(F)c(F)c(Nc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,n-(tetrafluoro-4-methylphenyl)-pentafluoroaniline,0.0,42.7,-25.5,45.5,-69.2
CCN(C)C(C)(C)C,"n-ethyl-n,2-dimethylpropan-2-amine",0.0,25.1,21.3,46.0,87.4
CCN=C(C)C,n-ethylpropan-2-imine,0.0,42.1,46.7,98.8,188.0
C=NC(=O)CC,n-methylidenepropanamide,0.0,59.6,33.4,71.4,74.2
CNc1ccncc1,n-methylpyridin-4-amine,0.0,69.6,33.3,137.0,160.0
CC=CC=O,trans-crotonaldehyde,0.0,50.0,35.5,68.2,84.1
C1COCCO1,dioxane,0.0,50.8,40.1,69.5,90.2
COC(=S)N(C)C,o-methyldimethylthiocarbamate,0.0,52.8,23.1,41.8,34.0
CC=C(C)C=CC=C(C)C,ocimen_allo,0.0,31.3,3.730798,10.2,3.044659
C=CC(C)=CCC=C(C)C,ocimen_transbeta,0.0,32.4,3.721141,11.2,3.446917
O=C1C(F)(F)C(F)(F)C(F)(F)C1(F)F,octafluoro-cyclopentanone,0.0,17.0,-7.152223,11.8,-10.3
O=C(C(=O)C(F)(F)C(F)(F)F)C(F)(F)F,"octafluoropentane-2,3-dione",0.0,31.0,-20.0,31.2,-35.3
FC1(F)OC(F)(F)C(F)(F)C1(F)F,octafluorotetrahydrofuran,0.0,8.855726,-3.649249,2.919765,-2.000868
C=C(C)C1=CC=C(C)CC1,p-menthatriene,0.0,28.8,3.968166,9.454651,3.161311
CC1=CCC2CC3C(C)CCC13C2(C)C,patchoulen_alpha,0.0,16.7,1.309888,3.238458,1.167016
CC1CCC2=C1CC1CCC2(C)C1(C)C,patchoulen_beta,0.0,14.1,0.008141,1.583724,0.071799
