smiles,compoundName,sigma_moment_1,sigma_moment_2,sigma_moment_3,sigma_moment_4,sigma_moment_5
CN1C=CC(=C2C=CN(C)C=C2)C=C1,paraquat,0.0,66.6,7.828588,33.2,7.4335
O=C1c2cccc(O)c2C(=O)c2cccc(O)c21,"1,5-dihydroxy-9,10-anthracenedione",0.0,67.7,17.2,53.4,28.4
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,"2,3,5,6-tetrachloronitrobenzene",0.0,32.6,-2.534092,15.4,-4.598109
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,"2-amino-9,10-anthracenedione",0.0,105.0,3.183946,148.0,0.291147
CCn1ccnc1C,1-ethyl-2-methyl-imidazole,0.0,64.2,57.0,129.0,223.0
CCN1CCCC1C,1-ethyl-2-methylpyrrolidine,0.0,24.6,25.2,51.8,99.1
C=C(F)OCF,1-fluoro-1-(fluoromethoxy)ethene,0.0,36.2,-8.711375,20.2,-9.724532
C=C(F)I,1-fluoro-1-iodoethene,0.0,17.7,-6.717904,7.826917,-5.624017
COC(C)F,1-fluoro-1-methoxy-ethane,0.0,39.1,15.7,29.5,23.4
C=C(F)OC,1-fluoro-1-methoxyethene,0.0,29.2,0.965594,13.9,1.794237
Fn1cncn1,"1-fluoro-1h-1,2,4-triazole",0.0,52.4,10.7,69.2,32.6
CC(C)(C)CF,"1-fluoro-2,2-dimethyl-propane",0.0,22.7,6.180211,10.3,6.014122
CC(CF)C(C)(C)C,"1-fluoro-2,3,3-trimethylbutane",0.0,25.6,6.763805,11.7,6.747504
CC(C)C(C)CF,"1-fluoro-2,3-dimethylbutane",0.0,24.3,6.806318,11.3,6.689455
CC1CCCC1F,1-fluoro-2-methyl-cyclopentane,0.0,23.4,8.904502,12.6,9.27589
CC1CCC(F)C1,1-fluoro-3-methylcyclopentane,0.0,24.8,9.878175,13.9,10.4
NCF,1-fluoro-methanamine,0.0,59.6,7.250312,73.6,16.3
CC(C)C(F)N(C)C,"1-fluoro-n,n,2-trimethylpropan-1-amine",0.0,37.6,18.7,30.0,27.7
IC12CC3CC(CC(C3)C1)C2,1-iodoadamantane,0.0,27.1,7.551849,9.504212,5.0717
Cn1c(=S)[nH]c2ccccc21,"1-methyl-1,3-dihydro-2h-benzimidazole-2-thione",0.0,86.0,-0.707009,113.0,-35.2
C=C(C)N,1-methylethenylamine,0.0,49.0,5.885752,58.6,15.6
CN1CCNC1=S,1-methylimidazolidine-2-thione,0.0,82.4,29.4,103.0,50.5
CN1CCCNC1=S,1-methyltetrahydropyrimidine-2(1h)-thione,0.0,85.3,45.8,118.0,98.8
Nc1nc2ccccc2[nH]1,1h-benzimidazol-2-amine,0.0,113.0,-13.4,227.0,1.919655
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1h-perfluoropentane,0.0,21.1,-17.7,22.9,-28.3
CC(=NC#N)N(C)C,"2,2,2-tributyl-1-cyanodiazan-2-ium-1-ide",0.0,86.2,63.2,127.0,161.0
CN(C)C(=O)C(Cl)(Cl)Cl,"2,2,2-trichloro-n,n-dimethylacetamide",0.0,46.9,21.7,45.1,45.6
O=C(N(C(F)(F)F)C(F)(F)F)C(F)(F)F,"2,2,2-trifluoro-n,n-bis(trifluoromethyl)acetamide",0.0,21.0,-6.132683,14.5,-8.784851
CN(C)C(=O)C(F)(F)F,"2,2,2-trifluoro-n,n-dimethylacetamide",0.0,47.7,24.7,51.9,54.8
NCC(F)(F)C(F)(F)F,"2,2,3,3,3-pentafluoropropylamine",0.0,47.8,5.498325,72.7,57.7
FC1=NC(F)(F)C(F)(F)C(F)(F)C1(F)F,"2,2,3,3,4,4,5,5,6-nonafluoro-2,3,4,5-tetrahydro-pyridine",0.0,14.9,-6.572954,9.996787,-7.847369
CC1(F)OC(F)(F)C(F)(F)C1(F)F,"2,2,3,3,4,4,5-heptafluoro-5-methyloxolane",0.0,22.7,-8.786098,9.587941,-6.582891
CC1(F)C(F)(F)OC(F)(F)C1(F)F,"2,2,3,3,4,5,5-heptafluoro-4-methyloxolane",0.0,20.7,-8.360901,8.616453,-6.195703
FC(F)(F)C1(F)C(F)(F)OC(F)(F)C1(F)F,"2,2,3,3,4,5,5-heptafluorotetrahydro-4-(trifluoromethyl)-furan",0.0,6.904573,-2.394148,1.81089,-1.146543
FC1=NC(F)(F)C(F)(F)OC1(F)F,"2,2,3,3,5,6,6-heptafluoro-3,6-dihydro-2h-1,4-oxazine",0.0,15.5,-5.733993,9.290227,-6.114154
FC(Cl)C(Cl)(Cl)C(F)(F)F,"2,2,3-trichloro-1,1,1,3-tetrafluoro-propane",0.0,22.7,-15.5,20.6,-25.0
FC1(F)OC(F)(F)C(F)(F)C(F)(F)O1,"2,2,4,4,5,5,6,6-octafluoro-1,3-dioxane",0.0,6.214428,-1.695736,1.140817,-0.579254
O=C1C(F)(F)OC(F)(F)C1(F)F,"2,2,4,4,5,5-hexafluorodihydro-3(2h)-furanone",0.0,19.7,-9.582947,15.2,-15.2
FC1OC(F)(F)OC1(F)F,"2,2,4,4,5-pentafluoro-1,3-dioxolane",0.0,27.8,-21.4,29.3,-34.9
FC1(F)OC(F)(F)C(F)(C(F)(F)F)O1,"2,2,4,4,5-pentafluoro-5-(trifluoromethyl)-1,3-dioxolane",0.0,7.290746,-2.395729,1.8801,-1.189866
CC1(F)OC(F)(F)OC1(F)F,"2,2,4,4,5-pentafluoro-5-methyl-1,3-dioxolane",0.0,23.0,-8.148888,9.728854,-6.387711
O=C1C(F)(F)OC(F)(F)OC1(F)F,"2,2,4,4,6,6-hexafluoro-1,3-dioxan-5-one",0.0,18.9,-8.240085,13.7,-12.5
FC1(F)COC(F)(F)O1,"2,2,4,4-tetrafluoro-1,3-dioxolane",0.0,33.7,-17.8,24.6,-21.7
FC1(F)OC(C(F)(F)F)C(F)(F)O1,"2,2,4,4-tetrafluoro-5-(trifluoromethyl)-1,3-dioxolane",0.0,27.4,-24.4,34.2,-44.9
CC1(F)OC(F)(F)OC1F,"2,2,4,5-tetrafluoro-4-methyl-1,3-dioxolane",0.0,37.9,-16.2,25.2,-21.3
O=C1OC(F)(F)OC1(F)F,"2,2,5,5-tetrafluoro-1,3-dioxolan-4-one",0.0,23.8,-8.928654,20.1,-16.9
Cc1c(F)c(F)c(C(C#N)c2c(F)c(F)c(C)c(F)c2F)c(F)c1F,"2,2-(4-trifluoromethyltetrafluorophenyl)-acetonitrile",0.0,62.2,2.342397,41.3,2.622644
CC(C)(OC(F)(F)F)OC(F)(F)F,"2,2-bis(trifluoromethoxy)propane",0.0,26.5,-7.53708,9.887167,-4.982394
FC(C(F)(F)F)C(Cl)(Cl)C(F)(F)F,"2,2-dichloro-1,1,1,3,4,4,4-heptafluorobutane",0.0,22.6,-18.4,24.8,-32.8
FC(F)(F)CC(Cl)(Cl)C(F)(F)F,"2,2-dichloro-1,1,1,4,4,4-hexafluorobutane",0.0,28.1,-19.8,24.3,-27.4
CCC(Cl)(Cl)C(F)(F)F,"2,2-dichloro-1,1,1-trifluoro-butane",0.0,17.2,-4.570576,4.860189,-2.762651
OC(F)(F)C(F)(Cl)Cl,"2,2-dichloro-1,1,2-trifluoroethanol",0.0,46.7,-63.2,133.0,-264.0
OC(F)(F)C(Cl)Cl,"2,2-dichloro-1,1-difluoroethanol",0.0,61.2,-65.7,136.0,-242.0
Cc1c(Cl)cccc1Cl,"2,6-dichlorotoluene",0.0,24.4,-5.667667,8.449495,-4.226613
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,hexachlorobenzene,0.0,19.2,-1.582743,3.010817,-0.641478
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,"2,3,5,6-tetrachloro-p-benzoquinone",0.0,51.2,6.419357,33.1,10.2
Oc1c(Br)cc(Br)cc1Br,"2,4,6-tribromo-phenol",0.0,42.9,-19.0,45.2,-48.6
CC(=O)c1ccccc1O,1-(2-hydroxyphenyl)ethanone,0.0,51.7,16.6,44.4,34.6
C[Al](C)Cl,dimethylaluminiumchloride,0.0,47.0,-20.4,53.7,-60.3
C=C(C)F,2-fluoro-1-propene,0.0,21.8,-0.140825,8.222107,-0.305486
C[N+](C)(C)[O-],trimethylamine-n-oxide,0.0,121.0,183.0,466.0,1020.0
CCC(C)(C)C(C)(F)F,"2,2-difluoro-3,3-dimethylpentane",0.0,26.9,3.639809,9.66104,2.684118
CCCC(C)C(C)(F)F,"2,2-difluoro-3-methylhexane",0.0,28.5,4.335889,10.3,3.052851
CCCCC(C)(F)F,"2,2-difluoro-hexane",0.0,29.6,3.765747,11.1,2.656147
CC(C)(C)C=N,"2,2-dimethyl-1-propanimine",0.0,44.2,33.7,81.9,124.0
CCC(C)(C)C=N,"2,2-dimethylbutan-1-imine",0.0,44.6,34.2,82.6,127.0
C=C(F)C(F)(F)F,"2,3,3,3-tetrafluoroprop-1-ene",0.0,16.7,-8.080431,9.012239,-7.836357
FC1OCC(F)(F)C1(F)F,"2,3,3,4,4-pentafluorotetrahydro-furan",0.0,43.4,-18.5,31.6,-23.2
FC(F)(F)C(F)(Cl)C(Cl)Cl,"2,3,3-trichloro-1,1,1,2-tetrafluoropropane",0.0,22.3,-16.2,22.0,-27.9
C1=NCCCC1,"2,3,4,5,-tetrahydropyridine",0.0,40.6,47.0,93.2,170.0
Fc1[nH]c(F)c(F)c1F,"2,3,4,5-tetrafluoro-1h-pyrrole",0.0,39.7,-48.6,92.0,-164.0
Fc1cnc(F)c(F)c1F,"2,3,4,5-tetrafluoropyridine",0.0,30.5,1.697451,21.8,9.076253
COC1=CCCCC1,"2,3,4,5-tetrahydroanisole",0.0,28.2,13.6,21.5,21.8
Cc1c(F)cc(F)c(F)c1F,"2,3,4,6-tetrafluorotoluene",0.0,22.8,-5.439028,9.014881,-5.94213
Cc1oc(F)c(F)c1F,"2,3,4-trifluoro-5-methylfuran",0.0,15.6,-1.760094,4.146832,-1.114731
Fc1cnc(F)c(F)c1,"2,3,5-trifluoropyridine",0.0,36.4,-0.831035,31.1,4.57483
Cc1cc(F)cc(F)c1F,"2,3,5-trifluorotoluene",0.0,26.6,-6.573557,11.5,-6.692088
Cc1c(F)ccc(F)c1F,"2,3,6-trifluorotoluene",0.0,25.6,-5.396803,10.1,-5.090813
CC12C=CC(CC1)C(C)(C)O2,"2,3-dehydro-1,8-cineole",0.0,38.1,27.9,51.4,76.0
FC(F)(F)C(F)(Cl)C(F)(Cl)C(F)(F)F,"2,3-dichlorooctafluorobutane",0.0,7.13324,-2.478602,1.623355,-0.953535
Cc1cc(F)c(F)o1,"2,3-difluoro-5-methylfuran",0.0,20.0,-3.45249,7.629824,-2.935502
CN1CCN=C(c2ccccc2)c2ccccc21,"2,3-dihydro-1-methyl-5-phenyl-1,4-benzodiazepine",0.0,64.0,27.4,67.0,91.9
C=C1CC=CO1,"2,3-dihydro-2-methylene-furan",0.0,34.4,3.731489,20.6,5.775691
FC1=NC(F)(F)C(F)(F)O1,"2,4,4,5,5-pentafluoro-1,3-oxazole",0.0,25.0,-6.609287,20.2,-7.603832
FC1OC(F)C(F)(F)O1,"2,4,4,5-tetrafluoro-1,3-dioxolane",0.0,44.1,-26.7,40.7,-41.3
FC1OCC(F)(F)O1,"2,4,4-trifluoro-1,3-dioxolane",0.0,47.0,-16.8,34.5,-23.1
Fc1nc(F)c(F)c(F)n1,"2,4,5,6-tetrafluoropyrimidine",0.0,31.9,-1.666739,20.0,2.859395
FC1OC(F)C(F)O1,"2,4,5-trifluoro-1,3-dioxolane",0.0,56.0,-23.6,45.9,-36.4
Fc1nc(F)c(F)o1,"2,4,5-trifluoro-1,3-oxazole",0.0,20.8,4.427492,14.1,9.445152
Fc1cc(F)c(F)cn1,"2,4,5-trifluoropyridine",0.0,37.8,2.787155,35.4,13.9
Cc1cc(F)c(F)cc1F,"2,4,5-trifluorotoluene",0.0,26.5,-6.881514,11.8,-7.249301
Fc1ncnc(F)n1,"2,4-difluoro-1,3,5-triazine",0.0,47.7,2.263406,43.9,10.2
Fc1c[nH]c(F)c1,"2,4-difluoro-1h-pyrrole",0.0,47.0,-38.1,70.3,-104.0
Fc1coc(F)c1,"2,4-difluoro-furan",0.0,22.4,-9.75409,14.3,-11.6
CC(C)C(C(C)C)C(F)(F)F,"2,4-dimethyl-3-(trifluoromethyl)pentane",0.0,18.9,-1.355705,3.655777,-0.726322
CCC=CC=CC=O,"2,4-heptadienal",0.0,58.1,38.5,78.6,97.3
CCCCC=CC=CC=O,"2,4-nonadienal",0.0,60.3,40.9,81.1,104.0
Fc1ccc(F)[nH]1,"2,5-difluoro-1h-pyrrole",0.0,45.1,-39.1,76.8,-120.0
Fc1cnc(F)cn1,"2,5-difluoropyrazine",0.0,43.7,5.558143,39.0,15.8
Fc1nnn(F)n1,"2,5-difluorotetrazole",0.0,29.9,1.056212,23.0,1.635633
C1=NCOC1,"2,5-dihydro-oxazole",0.0,54.9,38.5,79.3,101.0
CCC(C)OC(F)(F)C(F)(F)F,"2-(1,1,2,2,2-pentafluoroethoxy)butane",0.0,19.9,-2.943648,5.310487,-1.250423
CC(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,"2-(1,1-difluoroethoxy)-1,1,1,2,3,3,3-heptafluoropropane",0.0,20.6,-7.576371,8.075473,-5.412178
CC(C)OC(C)F,2-(1-fluoroethoxy)propane,0.0,42.1,19.0,33.5,30.1
FC(F)(F)C(F)(OCCl)C(F)(F)F,"2-(chloromethoxy)-1,1,1,2,3,3,3-heptafluoropropane",0.0,28.0,-14.5,20.2,-18.6
FC(F)OC(F)(C(F)(F)F)C(F)(F)F,"2-(difluoromethoxy)-1,1,1,2,3,3,3-heptafluoropropane",0.0,20.8,-16.9,22.9,-29.6
FC(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"2-(difluoromethyl)-1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propane",0.0,19.2,-17.3,22.8,-29.5
Cc1c(F)c(F)c(C(C#N)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,2-(perfluorophenyl)-2-(4-methyletrafluorophenyl)-acetonitrile,0.0,59.7,-0.658169,41.2,-1.410749
N#CC(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(F)c(Cl)c(F)c1Cl,"2-(perfluorophenyl)-2-(difluoro-2,4,6-trichlorophenyl)-acetonitrile",0.0,55.9,0.799463,37.1,2.158054
N#CC(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(Cl)c(F)c1F,2-(perfluorophenyl)-2-(tetrafluoro-4-chlorophenyl)-acetonitrile,0.0,57.6,-3.313885,41.1,-5.892865
CC(C)OC(F)(F)F,2-(trifluoromethoxy)-propane,0.0,21.8,-1.490539,7.56495,-0.193481
CCC(C)OC(F)(F)F,2-(trifluoromethoxy)butane,0.0,21.4,-0.956643,6.723559,0.20713
CCCC(C)OC(F)(F)F,2-(trifluoromethoxy)pentane,0.0,22.2,-0.762162,6.760025,0.327465
FCC(F)(Br)C(F)(F)F,"2-bromo-1,1,1,2,3-pentafluoropropane",0.0,26.4,-12.7,16.9,-14.2
CCC(F)(Br)C(F)(F)F,"2-bromo-1,1,1,2-tetrafluorobutane",0.0,17.9,-4.915634,5.283318,-3.020153
FC(F)(F)C(Br)(C(F)(F)F)C(F)(F)F,"2-bromo-1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propane",0.0,8.199534,-3.7206,2.845876,-2.146211
CCC(Br)C(F)(F)F,"2-bromo-1,1,1-trifluorobutane",0.0,25.3,-8.092335,12.0,-9.015303
CC(Br)C(F)(F)F,"2-bromo-1,1,1-trifluoropropane",0.0,26.6,-9.638402,13.9,-10.8
FC(Br)C(F)(F)Cl,"2-bromo-1-chloro-1,1,2-trifluoroethane",0.0,23.7,-17.8,23.5,-28.6
CC(F)(Br)C(F)(F)Cl,"2-bromo-1-chloro-1,1,2-trifluoropropane",0.0,20.0,-6.538809,7.22997,-4.736817
FCC(F)(Cl)C(F)(F)F,"2-chloro-1,1,1,2,3-pentafluoropropane",0.0,25.5,-12.6,16.8,-14.5
CC(C(F)(F)F)C(F)(Cl)C(F)(F)F,"2-chloro-1,1,1,2,4,4,4-heptafluoro-3-methylbutane",0.0,22.5,-12.0,13.4,-13.3
CC(C)C(F)(Cl)C(F)(F)F,"2-chloro-1,1,1,2-tetrafluoro-3-methylbutane",0.0,16.1,-3.369451,3.757849,-1.689466
FC(C(Cl)C(F)(F)F)C(F)(F)F,"2-chloro-1,1,1,3,4,4,4-heptafluorobutane",0.0,36.5,-31.8,45.3,-59.2
FC(F)(F)CC(Cl)C(F)(F)F,"2-chloro-1,1,1,4,4,4-hexafluorobutane",0.0,36.2,-24.3,30.8,-33.1
FC(CC(Cl)C(F)(F)F)C(F)(F)F,"2-chloro-1,1,1,4,5,5,5-heptafluoropentane",0.0,38.9,-23.4,29.6,-29.8
CC(C)C(C)C(C)(C)C,"2,2,3,4-tetramethylpentane",0.0,11.7,-0.219078,1.20346,-0.070681
FC(F)=C(F)OC(F)(F)F,trifluoro(trifluoromethoxy)-ethene,0.0,9.252768,-2.507561,1.973695,-0.951231
O=C=NS(=O)(=O)Cl,sulfurylchlorideisocyanate,0.0,30.7,-4.954232,14.6,-5.157269
Nc1ccc(O)c([N+](=O)[O-])c1,4-amino-2-nitrophenol,0.0,84.7,-7.20342,97.1,-20.6
COC(=O)c1ccccc1O,2-hydroxy-benzoicacidmethylester,0.0,51.5,12.5,37.8,23.3
O=c1[nH]ncc2ccccc12,"1,2(h)-phthalazinone",0.0,87.0,26.3,143.0,64.7
O=C(c1ccccc1)c1ccccc1,benzophenone,0.0,59.7,20.0,55.6,52.3
c1ccc2c(c1)CCCC2,tetralin,0.0,23.9,2.54314,7.022358,1.55956
c1ccc2cnccc2c1,isoquinoline,0.0,49.1,25.2,70.1,98.8
CC(C)(C)C(Cl)(C(F)(F)F)C(F)(F)F,"2-chloro-1,1,1-trifluoro-3,3-dimethyl-2-(trifluoromethyl)butane",0.0,14.8,-3.134675,2.797196,-1.126009
CCC(Cl)C(F)(F)F,"2-chloro-1,1,1-trifluorobutane",0.0,24.8,-8.12889,12.1,-9.118657
CC(Cl)C(F)(F)F,"2-chloro-1,1,1-trifluoropropane",0.0,26.1,-9.625856,14.0,-10.8
FC(Cl)C(F)(F)N(C(F)(F)F)C(F)(F)F,"2-chloro-1,1,2-trifluoro-n,n-bis(trifluoromethyl)ethanamine",0.0,20.6,-15.7,20.6,-25.7
FC1(F)OC(F)(Cl)C(F)(F)C1(F)F,"2-chloro-2,3,3,4,4,5,5-heptafluorooxolane",0.0,9.044806,-3.241842,2.594941,-1.688141
FC(F)OC(Cl)(C(F)(F)F)C(F)(F)F,"2-chloro-2-(difluoromethoxy)-1,1,1,3,3,3-hexafluoropropane",0.0,20.0,-14.7,19.3,-24.1
Clc1ccco1,2-chlorofuran,0.0,24.8,-7.181852,13.0,-7.161432
Fc1c(F)c(F)c(C(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c3c(F)c(F)c(F)c(F)c3c2F)c(F)c1F,2-di(perfluorophenyl)methyl-(perfluoronaphthalene),0.0,42.9,-6.836359,7.837944,-2.876009
CCOC(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,"2-ethoxy-1,1,1,2,3,4,4,4-octafluoro-3-(trifluoromethyl)butane",0.0,18.2,-6.076132,5.294891,-3.189
CCOC(F)C(F)(F)F,"2-ethoxy-1,1,1,2-tetrafluoro-ethane",0.0,35.1,-6.865234,21.0,-8.63934
CCOC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"2-ethoxy-1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)-propane",0.0,15.9,-3.24689,4.625222,-1.210712
CCOC(C(F)(F)F)C(F)(F)F,"2-ethoxy-1,1,1,3,3,3-hexafluoropropane",0.0,33.1,-12.0,26.4,-18.0
CCOC(CC(F)(F)F)C(F)(F)F,"2-ethoxy-1,1,1,4,4,4-hexafluorobutane",0.0,41.0,-8.052333,28.3,-4.291257
Fc1ncco1,"2-fluoro-1,3-oxazole",0.0,36.4,7.796762,42.3,27.5
CCC(C)C(C)(C)F,"2-fluoro-2,3-dimethylpentane",0.0,26.9,10.2,15.4,12.0
CC(C)CC(C)(C)F,"2-fluoro-2,4-dimethyl-pentane",0.0,27.1,10.1,15.3,12.0
CC(C)C(C)F,2-fluoro-3-methyl-butane,0.0,24.5,8.945044,13.2,9.519002
CCC(C)CC(C)F,2-fluoro-4-methylhexane,0.0,27.2,9.121991,14.1,9.984066
Cc1ccc(F)o1,2-fluoro-5-methylfuran,0.0,22.8,-2.292733,9.133309,-1.785509
CC(C)CCC(C)F,2-fluoro-5-methylhexane,0.0,27.4,9.37229,14.1,10.0
Cc1nnn(F)n1,2-fluoro-5-methyltetrazole,0.0,40.0,13.8,34.4,25.9
FC1C2CC3CC(C2)CC1C3,2-fluoroadamantane,0.0,22.8,10.0,12.3,9.856952
Fc1cccs1,2-fluorothiophene,0.0,21.8,-6.370691,9.521141,-5.680279
Fn1nccn1,2-fluorotriazole,0.0,35.2,3.196736,31.9,8.23704
COc1nc(C)cnc1C,"2-methoxy-3,6-dimethylpyrazine",0.0,51.6,34.7,68.0,93.4
Cc1nc2ccccc2o1,"2-methyl-1,3-benzoxazole",0.0,50.2,21.3,56.4,66.8
CC(C)(C)OC(F)(F)C(F)(F)F,"2-methyl-2-(1,1,2,2,2-pentafluoroethoxy)propane",0.0,20.5,-2.852966,5.056822,-1.054593
CCC(C(C)C)C(F)(F)F,2-methyl-3-(trifluoromethyl)pentane,0.0,18.1,-1.456187,3.573744,-0.792675
CSc1nccnc1C,2-methyl-3-methylthiopyrazine,0.0,50.3,25.1,58.4,69.9
Cc1cc2ccccc2[nH]1,2-methylindole,0.0,53.5,-16.4,50.3,-50.1
CN1OCCC1=O,2-methylisoxazolidin-3-one,0.0,71.8,53.8,106.0,137.0
Cc1ccc[nH]1,2-methylpyrrole,0.0,47.7,-9.825216,51.3,-36.6
CC(C)=N,2-propanimine,0.0,50.9,50.1,115.0,197.0
CC(C)=NOc1ccccc1,"2-propanone,o-phenyloxime",0.0,44.9,7.724875,24.6,14.8
[CH2-][Si+](C)C,2-silaisobutene,0.0,39.2,24.7,47.3,59.7
CC1CC=C2C(C)(C)CCCC2(C)C1=O,"2r,8as-tmhh-naphthalenone",0.0,46.7,30.7,51.4,64.1
O=CC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"3,3,3-trifluoro-2,2-bis(trifluoromethyl)propanal",0.0,25.7,-10.5,22.6,-16.7
O=C1OC(F)(F)C(F)(F)C1(F)F,"3,3,4,4,5,5-hexafluorodihydro-2(3h)-furanone",0.0,23.3,-6.867525,17.1,-10.9
CCC(CC)(C(F)(F)F)C(F)(F)F,"3,3-bis(trifluoromethyl)pentane",0.0,18.9,-3.955879,4.143525,-1.838846
O=C1CCc2ccccc2O1,"3,4-dihydro-2h-1-benzopyran-2-one",0.0,63.5,24.2,58.8,51.5
CC(C)CCCC(C)(C)C,"2,2,6-trimethylheptane",0.0,12.9,-0.050588,1.270833,-0.024195
O=C1CCC1,cyclobutanone,0.0,43.7,29.7,52.8,61.5
CCC1CC1,ethylcyclopropane,0.0,13.0,0.879688,2.892775,0.616085
C1=COCC1,"2,3-dihydrofuran",0.0,31.9,13.2,27.3,23.9
O=S1(=O)C=CCC1,"2,3-dihydrothiophene-1,1-dioxide",0.0,91.6,39.0,106.0,81.1
ON=C1CCCC1,cyclopentanoneoxime,0.0,60.2,14.2,98.1,18.5
C=C1CCCCC1,methylenecyclohexane,0.0,15.9,4.065995,5.817925,3.612389
CCCC(F)(F)CC,"3,3-difluoro-hexane",0.0,27.5,4.191381,9.810117,3.070448
CCC(F)(F)CC,"3,3-difluoro-pentane",0.0,26.8,3.926143,9.923445,2.908896
FC1(F)CCOC1,"3,3-difluorooxolane",0.0,43.8,12.8,34.7,27.9
C[Si](C)(C)CCC(F)F,"3,3-difluoropropyl(trimethyl)silane",0.0,35.4,0.378825,12.6,-0.657946
CC1(C)CC(=O)NC1=O,"3,3-dimethylsuccinimide",0.0,94.8,27.5,149.0,32.3
Cc1ncc(F)c(F)c1F,"3,4,5-trifluoro-2-methylpyridine",0.0,34.7,13.7,37.6,43.3
Cc1oc(=S)n(C)c1C,"3,4,5-trimethyl-1,3-oxazole-2(3h)-thione",0.0,69.6,32.0,64.3,54.7
Cc1sc(=S)n(C)c1C,"3,4,5-trimethyl-1,3-thiazole-2(3h)-thione",0.0,60.9,24.8,53.7,42.9
FC(F)(Cl)C(Cl)C(F)(F)C(F)(F)F,"3,4-dichloro-1,1,1,2,2,4,4-heptafluorobutane",0.0,22.7,-19.7,27.7,-38.4
Fc1ccncc1F,"3,4-difluoropyridine",0.0,40.4,15.3,52.6,57.0
[O-][n+]1cc(Cl)cc(Cl)c1,"3,5-dichloropyridine1-oxide",0.0,64.2,27.4,90.8,76.3
Fc1cncc(F)c1,"3,5-difluoropyridine",0.0,40.6,9.691239,48.4,38.8
CC(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"3-(1,1-difluoroethyl)-1,1,1,2,2,3,4,4,5,5,5-undecafluoropentane",0.0,18.2,-8.182052,7.787642,-5.975847
CCC(CC)C(F)F,3-(difluoromethyl)pentane,0.0,26.8,0.612704,10.1,-0.572358
CN(C)c1cccnc1,"3-(n,n-dimethylamino)pyridine",0.0,54.0,37.7,86.6,137.0
FC(F)(F)C(F)(F)C(Cl)Br,"3-bromo-3-chloro-1,1,1,2,2-pentafluoropropane",0.0,22.6,-17.2,23.2,-29.7
FC(F)=CCCl,"3-chloro-1,1-difluoroprop-1-ene",0.0,30.6,-5.204574,16.5,-5.805323
C=CC(F)(F)Cl,"3-chloro-3,3-difluoroprop-1-ene",0.0,20.8,-7.822577,9.42124,-6.850393
C=CC(F)Cl,3-chloro-3-fluoroprop-1-ene,0.0,32.2,-8.904561,17.2,-10.4
CC1(C)CC(=O)C=C(Cl)C1,"3-chloro-5,5-dimethylcyclohex-2-en-1-one",0.0,56.2,35.2,71.3,87.1
ClC1CN2CCC1CC2,3-chloroquinuclidine,0.0,43.4,29.2,57.8,91.0
FC1C=COC1,"3-fluoro-2,3-dihydrofuran",0.0,48.7,7.864515,35.1,11.7
Cc1coc(C)c1F,"3-fluoro-2,4-dimethylfuran",0.0,27.3,-0.237226,11.9,0.395413
CC(C)C(F)C(C)C,"3-fluoro-2,4-dimethylpentane",0.0,23.8,7.568753,11.1,7.895366
Cc1occc1F,3-fluoro-2-methylfuran,0.0,27.7,-3.509416,13.7,-3.415299
CCC(F)(CC)C(F)(F)F,3-fluoro-3-(trifluoromethyl)pentane,0.0,22.5,-0.13966,6.580367,0.324071
Fc1ccsc1,3-fluorothiophene,0.0,26.4,-9.389806,13.7,-9.640348
CNC1=Nc2ccccc2C(c2ccccc2)OC1,"3-hydro-2-methylamine-4-oxy-5-phenyl-1,4-benzodiazepine",0.0,93.3,12.1,112.0,43.7
COC(C)C(C)(C)C,"3-methoxy-2,2-dimethylbutane",0.0,25.5,15.0,25.9,34.3
Cn1c(=S)oc2ccccc21,"3-methyl-1,3-benzoxazole-2(3h)-thione",0.0,61.6,10.7,41.9,17.3
Cn1ccsc1=S,"3-methyl-1,3-thiazole-2(3h)-thione",0.0,62.9,11.2,58.5,20.6
CCC(C)(CC)C(F)(F)F,3-methyl-3-(trifluoromethyl)pentane,0.0,17.1,-0.866756,3.018897,-0.336585
Cc1cc[nH]c1,3-methylpyrrole,0.0,47.1,-13.9,51.2,-43.0
FC(F)(F)C1OC(F)(F)C(F)(F)O1,"4,4,5,5-tetrafluoro-2-(trifluoromethyl)-1,3-dioxolane",0.0,29.7,-25.1,33.7,-41.7
